Type,BHK,Bathroom,Furnishing,Locality,Parking,Status,Transaction,Total_sqft,Price (in Lakhs)
Apartment,3,3,Semi-Furnished,"Narmada Apartment, Alaknanda",2,Ready_to_move,Resale,,"210.00
%%"
Apartment,3,3,Semi-Furnished,"Gangotri Enclave, Alaknanda",2,Ready_to_move,Resale,,"225.00
%%"
Apartment,2,2,Semi-Furnished,"Aravali Apartments, Alaknanda",2,Ready_to_move,Resale,,"150.00
%%"
Apartment,3,3,Semi-Furnished,"Narmada Apartment, Alaknanda",2,Ready_to_move,New_Property,,"200.00
%%"
Apartment,3,3,Furnished,"Aravali Apartments, Alaknanda",2,Ready_to_move,New_Property,,"200.00
%%"
Builder_Floor,3,2,Semi-Furnished,"Shivalik Apartments, Alaknanda",2,Ready_to_move,Resale,,"260.00
%%"
Apartment,3,3,Semi-Furnished,"Narmada Apartment, Alaknanda",2,Ready_to_move,Resale,,"195.00
%%"
Apartment,4,2,Semi-Furnished,"Tara Apartment, Alaknanda",1,Ready_to_move,Resale,,"215.00
%%"
Apartment,3,3,Unfurnished,Alaknanda,1,Ready_to_move,New_Property,,"265.00
%%"
Apartment,3,3,Semi-Furnished,"Narmada Apartment, Alaknanda",2,Ready_to_move,Resale,12500,"200.00
%%"
Apartment,3,3,Furnished,"Narmada Apartment, Alaknanda",1,Ready_to_move,Resale,12500,"180.00
%%"
Apartment,3,2,Unfurnished,Alaknanda,1,Ready_to_move,Resale,12500,"190.00
%%"
Builder_Floor,4,4,Unfurnished,Greater Kailash 4 Nri Colony,2,Ready_to_move,Resale,12500,"365.00
%%"
Apartment,2,2,Unfurnished,Alaknanda,2,Ready_to_move,Resale,12500,"150.00
%%"
Apartment,2,2,Semi-Furnished,Alaknanda,2,Ready_to_move,Resale,12500,"175.00
%%"
Apartment,2,2,Semi-Furnished,Alaknanda,2,Ready_to_move,Resale,12500,"140.00
%%"
Apartment,3,3,Semi-Furnished,"Project Gangotri Enclave, Alaknanda",2,Ready_to_move,Resale,12500,"210.00
%%"
Apartment,3,2,Unfurnished,Alaknanda,2,Ready_to_move,Resale,12500,"156.00
%%"
Apartment,3,3,Unfurnished,"Project Gangotri Enclave, Gangotri Enclave, Alaknanda",2,Ready_to_move,Resale,12500,"190.00
%%"
Apartment,2,2,Unfurnished,"Narmada Apartment, Alaknanda",1,Ready_to_move,Resale,12500,"165.00
%%"
Apartment,3,3,Unfurnished,Alaknanda,1,Ready_to_move,Resale,12500,"190.00
%%"
Apartment,2,2,Unfurnished,"Nilgiri Apartment, Alaknanda",1,Ready_to_move,Resale,12500,"165.00
%%"
Builder_Floor,1,1,Semi-Furnished,Alaknanda,1,Ready_to_move,Resale,12500,"30.00
%%"
Apartment,2,2,Semi-Furnished,"Yamuna Apartment, Alaknanda",1,Ready_to_move,Resale,11538,"150.00
%%"
Apartment,2,2,Unfurnished,"Nilgiri Apartment, Alaknanda",1,Ready_to_move,Resale,11538,"143.00
%%"
Apartment,3,2,Unfurnished,"Nilgiri Apartment, Alaknanda",1,Ready_to_move,Resale,11538,"185.00
%%"
Apartment,3,3,Furnished,"Tara Apartment, Alaknanda ",1,Ready_to_move,Resale,11538,"190.00
%%"
Apartment,3,3,Semi-Furnished,Alaknanda,1,Ready_to_move,Resale,11538,"190.00
%%"
,3,2,,"Sarita Vihar, Mathura Road ",1,Ready_to_move,Resale,,"135.00
%%"
Apartment,4,2,Semi-Furnished,"DDA Flats, Sarita Vihar, Mathura Road ",2,Ready_to_move,Resale,,"158.00
%%"
Apartment,10,4,Semi-Furnished,"DDA Flats Sarita Vihar, Sarita Vihar, Mathura Road",2,Ready_to_move,Resale,,"170.00
%%"
Apartment,4,2,Semi-Furnished,"DDA Flats, Sarita Vihar, Mathura Road ",1,Ready_to_move,Resale,,"155.00
%%"
Apartment,3,2,Semi-Furnished,"DDA Flats Sarita Vihar, Sarita Vihar, Mathura Road",2,Ready_to_move,Resale,,"160.00
%%"
Apartment,2,2,Furnished,"DDA Flats Sarita Vihar, Sarita Vihar, Mathura Road",2,Ready_to_move,Resale,,"129.00
%%"
Apartment,3,3,Furnished,"DDA Flats Sarita Vihar, Sarita Vihar, Mathura Road",2,Ready_to_move,Resale,,"135.00
%%"
Apartment,4,2,Furnished,"DDA Flats Sarita Vihar, Sarita Vihar, Mathura Road",2,Ready_to_move,Resale,,"178.00
%%"
Apartment,2,2,Furnished,"DDA Flats Sarita Vihar, Sarita Vihar, Mathura Road",2,Ready_to_move,Resale,,"132.00
%%"
Apartment,3,3,Semi-Furnished,"DDA Flats Sarita Vihar, Sarita Vihar, Mathura Road",2,Ready_to_move,Resale,,"140.00
%%"
Apartment,4,2,Furnished,"DDA Flats Sarita Vihar, Sarita Vihar, Mathura Road",2,Ready_to_move,Resale,,"175.00
%%"
Apartment,3,2,Semi-Furnished,"DDA Flats Sarita Vihar, Sarita Vihar, Mathura Road",2,Ready_to_move,Resale,,"170.00
%%"
Apartment,2,2,Furnished,"DDA Flats Sarita Vihar, Sarita Vihar Pocket K",2,Ready_to_move,Resale,,"130.00
%%"
Apartment,3,3,Furnished,"DDA Flats Sarita Vihar, Sarita Vihar Pocket K",2,Ready_to_move,Resale,,"170.00
%%"
Apartment,2,2,Furnished,"DDA Flats Sarita Vihar, Sarita Vihar, Mathura Road",2,Ready_to_move,Resale,,"127.00
%%"
Apartment,3,2,Furnished,"DDA Flats Sarita Vihar, Sarita Vihar, Mathura Road",2,Ready_to_move,Resale,,"135.00
%%"
Apartment,4,2,Furnished,"DDA Flats Sarita Vihar, Sarita Vihar, Mathura Road",2,Ready_to_move,Resale,,"174.00
%%"
Apartment,4,2,Furnished,"DDA Flats Sarita Vihar, Sarita Vihar, Mathura Road",2,Ready_to_move,Resale,,"178.00
%%"
Apartment,2,2,Furnished,"DDA Flats Sarita Vihar, Sarita Vihar, Mathura Road",2,Ready_to_move,Resale,,"127.00
%%"
Apartment,4,2,Furnished,"DDA Flats Sarita Vihar, Sarita Vihar, Mathura Road",2,Ready_to_move,Resale,,"162.00
%%"
Apartment,2,2,Furnished,"DDA Flats Sarita Vihar, Sarita Vihar, Mathura Road",2,Ready_to_move,Resale,,"111.00
%%"
Apartment,2,2,Furnished,"DDA Flats Sarita Vihar, Sarita Vihar, Mathura Road",2,Ready_to_move,Resale,,"136.00
%%"
Apartment,2,2,Furnished,"DDA Flats Sarita Vihar, Sarita Vihar Pocket K",2,Ready_to_move,Resale,,"131.00
%%"
Apartment,2,2,Furnished,"DDA Flats Sarita Vihar, Sarita Vihar, Mathura Road",2,Ready_to_move,Resale,,"125.00
%%"
Apartment,3,2,Furnished,"DDA Flats Sarita Vihar, Sarita Vihar, Mathura Road",2,Ready_to_move,Resale,,"136.00
%%"
Apartment,4,4,Furnished,"Sidharth Enclave, Kilokri, Ring Road",2,Ready_to_move,New_Property,6667,"120.00
%%"
Apartment,3,3,Furnished,"Sidharth Enclave, Kilokri, Ring Road",1,Ready_to_move,New_Property,15384,"200.00
%%"
Apartment,2,2,Unfurnished,Sarita Vihar Pocket B,1,Ready_to_move,Resale,15384,"135.00
%%"
Apartment,3,2,Unfurnished,Sarita Vihar Pocket F,1,Ready_to_move,Resale,15384,"140.00
%%"
Apartment,2,2,Semi-Furnished,"DDA Flats, Sarita Vihar, Mathura Road ",2,Ready_to_move,Resale,15384,"108.00
%%"
Builder_Floor,3,2,Semi-Furnished,"New Manglapuri, Sultanpur",1,Ready_to_move,New_Property,,"90.00
%%"
Builder_Floor,3,2,Semi-Furnished,"New Manglapuri, Sultanpur",1,Ready_to_move,Resale,,"63.00
%%"
Apartment,3,3,Semi-Furnished,Sultanpur Extension,1,Ready_to_move,New_Property,,"55.00
%%"
Apartment,1,1,Semi-Furnished,"New Manglapuri, Sultanpur",1,Ready_to_move,Resale,5222,"23.50
%%"
Apartment,3,3,Semi-Furnished,Sultanpur,1,Ready_to_move,Resale,5222,"85.00
%%"
Apartment,1,2,Semi-Furnished,Sultanpur Extension,1,Ready_to_move,Resale,5222,"16.50
%%"
Apartment,2,2,Semi-Furnished,"Manglapuri, Sultanpur",1,Ready_to_move,Resale,8333,"100.00
%%"
Builder_Floor,1,1,Unfurnished,"Indra Park Palam, Manglapuri",1,Ready_to_move,Resale,8333,"15.00
%%"
Builder_Floor,2,2,Semi-Furnished,Sultanpur carpet area,1,Ready_to_move,Resale,8333,"28.00
%%"
Builder_Floor,2,2,Semi-Furnished,Sultanpur Extension,1,Ready_to_move,Resale,3714,"26.00
%%"
Builder_Floor,1,1,Furnished,"New Manglapuri, Sultanpur",1,Ready_to_move,Resale,3714,"23.50
%%"
Apartment,1,1,Unfurnished,Sultanpur Extension,1,Ready_to_move,Resale,3714,"23.50
%%"
Builder_Floor,1,1,Unfurnished,Sultanpur,1,Ready_to_move,New_Property,3714,"20.00
%%"
Builder_Floor,2,2,Semi-Furnished,Sultanpur,1,Almost_ready,Resale,3714,"50.00
%%"
Builder_Floor,2,2,Semi-Furnished,"New Manglapuri, Sultanpur",1,Ready_to_move,Resale,3714,"35.00
%%"
Builder_Floor,2,2,Semi-Furnished,Sultanpur,1,Almost_ready,Resale,3714,"45.00
%%"
Builder_Floor,2,2,Unfurnished,Sultanpur,1,Ready_to_move,Resale,3714,"40.00
%%"
Builder_Floor,3,3,Unfurnished,"New Manglapuri, Sultanpur",1,Ready_to_move,Resale,3714,"108.00
%%"
Builder_Floor,3,2,Unfurnished,"New Manglapuri, Sultanpur",1,Ready_to_move,New_Property,3714,"100.00
%%"
Builder_Floor,3,3,Unfurnished,"New Manglapuri, Sultanpur",1,Ready_to_move,Resale,3714,"108.00
%%"
Builder_Floor,3,2,Semi-Furnished,"Manglapuri, Sultanpur",1,Ready_to_move,Resale,3714,"90.00
%%"
Apartment,3,3,Semi-Furnished,"New Manglapuri, Sultanpur",1,Ready_to_move,New_Property,3714,"85.00
%%"
Builder_Floor,3,2,Semi-Furnished,"New Manglapuri, Sultanpur",1,Ready_to_move,Resale,3714,"60.00
%%"
Apartment,3,3,Semi-Furnished,"New Manglapuri, Sultanpur",1,Ready_to_move,New_Property,3714,"55.00
%%"
Builder_Floor,3,2,Semi-Furnished,"Manglapuri, Sultanpur",1,Ready_to_move,New_Property,7000,"70.00
%%"
Apartment,3,2,Furnished,Sultanpur,1,Ready_to_move,Resale,5455,"60.00
%%"
Builder_Floor,3,2,Unfurnished,"Manglapuri, Sultanpur",1,Ready_to_move,Resale,4837,"37.00
%%"
Builder_Floor,2,2,Semi-Furnished,"Indra Park Palam, Manglapuri",1,Ready_to_move,Resale,3444,"31.00
%%"
Apartment,2,2,Unfurnished,Sultanpur,1,Ready_to_move,Resale,3444,"45.00
%%"
Builder_Floor,1,1,Semi-Furnished,"Indra Park Palam, Manglapuri",1,Ready_to_move,Resale,4167,"15.00
%%"
Builder_Floor,3,2,Semi-Furnished,Chhattarpur,,Almost_ready,New_Property,,"70.90
%%"
Builder_Floor,2,2,Semi-Furnished,Chhattarpur carpet area ,1,Ready_to_move,New_Property,,"45.00
%%"
Builder_Floor,4,3,Unfurnished,"JVTS Gardens, Chhattarpur",1,Almost_ready,New_Property,,"55.00
%%"
Apartment,3,4,Semi-Furnished,Chhattarpur,2,Almost_ready,New_Property,,"630.00
%%"
Builder_Floor,3,2,Semi-Furnished,Chhattarpur,2,Almost_ready,New_Property,,"69.90
%%"
Apartment,2,2,Semi-Furnished,Chhattarpur,1,Ready_to_move,New_Property,,"44.00
%%"
Builder_Floor,4,4,Semi-Furnished,Chhattarpur Enclave Phase2,1,Ready_to_move,Resale,,"125.00
%%"
Builder_Floor,2,2,Semi-Furnished,Chhattarpur,1,Ready_to_move,New_Property,,"30.00
%%"
Builder_Floor,2,2,Semi-Furnished,Chhattarpur,1,Ready_to_move,New_Property,,"28.00
%%"
Builder_Floor,3,3,Unfurnished,"JVTS Gardens, Chhattarpur",4,Almost_ready,New_Property,,"50.00
%%"
Builder_Floor,3,3,Unfurnished,Chhattarpur,4,Ready_to_move,Resale,,"60.00
%%"
Apartment,2,2,Unfurnished,Chhattarpur,4,Ready_to_move,Resale,,"45.00
%%"
Apartment,2,2,Unfurnished,Chhattarpur Enclave Phase2,1,Ready_to_move,Resale,,"28.00
%%"
Builder_Floor,2,2,Semi-Furnished,Chhattarpur,1,Ready_to_move,Resale,,"25.00
%%"
Builder_Floor,4,4,Semi-Furnished,Chhattarpur Enclave Phase2,1,Ready_to_move,New_Property,,"85.00
%%"
Apartment,2,2,Furnished,Chhattarpur,1,Ready_to_move,Resale,4138,"30.00
%%"
Builder_Floor,3,2,Semi-Furnished,Chhattarpur,1,Ready_to_move,New_Property,4138,"49.00
%%"
Builder_Floor,2,2,Unfurnished,Chhattarpur,1,Ready_to_move,New_Property,4138,"35.00
%%"
Builder_Floor,2,2,Semi-Furnished,Chhattarpur Enclave Phase2,1,Ready_to_move,New_Property,4138,"30.00
%%"
Builder_Floor,3,2,Semi-Furnished,Chhattarpur,1,Almost_ready,New_Property,4138,"70.20
%%"
Apartment,3,4,Unfurnished,"DLF Chattarpur Farms, Chhattarpur",1,Almost_ready,New_Property,4138,"600.00
%%"
Builder_Floor,2,2,Semi-Furnished,Chhattarpur,1,Ready_to_move,New_Property,4138,"35.00
%%"
Builder_Floor,3,3,Semi-Furnished,Chhattarpur,1,Ready_to_move,New_Property,4138,"70.00
%%"
Apartment,2,1,Semi-Furnished,Chhattarpur Enclave Phase2,2,Ready_to_move,Resale,4138,"70.00
%%"
Builder_Floor,3,3,Semi-Furnished,Chhattarpur Enclave Phase2,1,Ready_to_move,New_Property,4138,"45.00
%%"
Builder_Floor,3,2,Semi-Furnished,"Aravali Tower, Chhattarpur",1,Ready_to_move,New_Property,4138,"59.90
%%"
Builder_Floor,3,3,Semi-Furnished,Chhattarpur,1,Ready_to_move,New_Property,4138,"44.00
%%"
Builder_Floor,2,2,Unfurnished,Chhattarpur,4,Ready_to_move,New_Property,4138,"25.00
%%"
Builder_Floor,1,1,Semi-Furnished,Chhattarpur Enclave Phase2,1,Ready_to_move,New_Property,4138,"16.00
%%"
Builder_Floor,3,3,Semi-Furnished,Chhattarpur Enclave Phase2,1,Ready_to_move,New_Property,4138,"65.00
%%"
Apartment,2,2,Semi-Furnished,Mehrauli,,Ready_to_move,Resale,,"27.50
%%"
Apartment,1,1,Semi-Furnished,Mehrauli,,Ready_to_move,New_Property,,"15.00
%%"
Builder_Floor,2,1,Unfurnished,Mehrauli,,Ready_to_move,Resale,3259,"22.00
%%"
Apartment,2,2,Semi-Furnished,Mehrauli,1,Ready_to_move,Resale,3294,"28.00
%%"
Apartment,3,3,Semi-Furnished,Mehrauli,1,Ready_to_move,Resale,3294,"45.00
%%"
Apartment,1,1,Furnished,Mehrauli,1,Ready_to_move,Resale,3294,"18.00
%%"
Builder_Floor,3,3,Unfurnished,Mehrauli,1,Ready_to_move,New_Property,3294,"85.00
%%"
Apartment,3,3,Unfurnished,Mehrauli,1,Ready_to_move,New_Property,3294,"85.00
%%"
Builder_Floor,1,1,Unfurnished,Mehrauli,1,Ready_to_move,New_Property,3294,"17.00
%%"
Builder_Floor,3,3,Semi-Furnished,Mehrauli,2,Ready_to_move,New_Property,3294,"70.00
%%"
Builder_Floor,3,2,Unfurnished,Mehrauli,2,Ready_to_move,New_Property,3294,"56.00
%%"
Builder_Floor,4,3,Furnished,Mehrauli,2,Ready_to_move,Resale,8060,"135.00
%%"
Builder_Floor,3,3,Unfurnished,Mehrauli,2,Almost_ready,New_Property,8060,"85.00
%%"
Apartment,3,3,Unfurnished,Mehrauli,5,Ready_to_move,New_Property,8060,"60.00
%%"
Builder_Floor,3,3,Unfurnished,"Andheria Mor, Mehrauli",5,Almost_ready,New_Property,8060,"72.00
%%"
Apartment,3,2,Semi-Furnished,Mehrauli,1,Ready_to_move,Resale,8060,"65.00
%%"
Apartment,3,3,Semi-Furnished,"Andheria Mor, Mehrauli",1,Ready_to_move,New_Property,8060,"84.00
%%"
Apartment,3,3,Unfurnished,Mehrauli,1,Ready_to_move,New_Property,8060,"85.00
%%"
Builder_Floor,2,2,Semi-Furnished,Mehrauli,1,Ready_to_move,Resale,4678,"40.00
%%"
Builder_Floor,1,1,Unfurnished,Mehrauli,1,Ready_to_move,Resale,3148,"17.00
%%"
Builder_Floor,3,2,Unfurnished,Mehrauli,1,Ready_to_move,Resale,3148,"60.00
%%"
Apartment,1,1,Semi-Furnished,Mehrauli,1,Ready_to_move,Resale,3148,"16.00
%%"
Apartment,1,2,Semi-Furnished,Mehrauli,1,Ready_to_move,Resale,4200,"21.00
%%"
Apartment,1,1,Furnished,Mehrauli,1,Ready_to_move,Resale,3778,"17.00
%%"
Apartment,1,1,Unfurnished,"Andheria Mor, Mehrauli",1,Ready_to_move,Resale,3778,"15.00
%%"
Builder_Floor,1,1,Unfurnished,Mehrauli,1,Ready_to_move,Resale,2963,"12.00
%%"
Apartment,1,1,Unfurnished,"Brijwasi Colony, Mehrauli",1,Ready_to_move,Resale,3667,"16.50
%%"
Builder_Floor,2,2,Unfurnished,Mehrauli,1,Ready_to_move,Resale,3667,"35.00
%%"
Builder_Floor,3,2,Unfurnished,Mehrauli,1,Ready_to_move,Resale,7727,"85.00
%%"
Builder_Floor,2,2,Unfurnished,Mehrauli,1,Ready_to_move,Resale,5333,"32.00
%%"
Builder_Floor,3,2,Semi-Furnished,Mahavir Enclave,1,Ready_to_move,New_Property,,"44.00
%%"
Builder_Floor,4,3,Unfurnished,Mahavir Enclave Part 1,1,Almost_ready,New_Property,,"72.00
%%"
Builder_Floor,3,2,Semi-Furnished,Mahavir Enclave Part 1,1,Ready_to_move,New_Property,,"75.00
%%"
Apartment,3,2,Unfurnished,Mahavir Enclave,1,Ready_to_move,New_Property,,"65.00
%%"
Builder_Floor,2,2,Semi-Furnished,Mahavir Enclave Part 1,1,Ready_to_move,Resale,,"35.00
%%"
Builder_Floor,2,2,Semi-Furnished,Mahavir Enclave Part 1 ,1,Ready_to_move,Resale,,"65.00
%%"
Builder_Floor,3,2,Semi-Furnished,Mahavir Enclave Part 1,1,Ready_to_move,Resale,,"62.00
%%"
Builder_Floor,1,1,Semi-Furnished,Mahavir Enclave Part 1,1,Ready_to_move,New_Property,,"25.00
%%"
Apartment,2,2,Semi-Furnished,Mahavir Enclave,1,Ready_to_move,New_Property,,"30.00
%%"
Builder_Floor,3,2,Furnished,Mahavir Enclave Part 1,1,Ready_to_move,New_Property,,"60.00
%%"
Apartment,3,2,Unfurnished,Mahavir Enclave Part 1,1,Ready_to_move,Resale,,"48.00
%%"
Builder_Floor,2,2,Semi-Furnished,Mahavir Enclave,1,Ready_to_move,New_Property,4922,"37.90
%%"
Apartment,3,2,Semi-Furnished,Mahavir Enclave,1,Ready_to_move,New_Property,4922,"42.00
%%"
Apartment,2,2,Unfurnished,Mahavir Enclave,1,Ready_to_move,Resale,4922,"29.00
%%"
Builder_Floor,3,2,Unfurnished,Mahavir Enclave Part 1,1,Ready_to_move,Resale,4922,"50.00
%%"
Builder_Floor,1,1,Semi-Furnished,Mahavir Enclave Part 1,1,Ready_to_move,New_Property,4922,"21.00
%%"
Apartment,2,2,Semi-Furnished,Mahavir Enclave Part 1,1,Ready_to_move,Resale,4922,"32.00
%%"
Apartment,2,1,Semi-Furnished,Mahavir Enclave Part 1,1,Ready_to_move,Resale,4922,"30.00
%%"
Builder_Floor,1,1,Unfurnished,Mahavir Enclave Part 1,1,Ready_to_move,Resale,4922,"23.00
%%"
Builder_Floor,3,2,Semi-Furnished,Mahavir Enclave Part 1,1,Almost_ready,New_Property,6556,"59.00
%%"
Apartment,3,2,Semi-Furnished,Mahavir Enclave Part 1,1,Ready_to_move,Resale,5820,"55.00
%%"
Builder_Floor,2,2,Unfurnished,Mahavir Enclave ,1,Ready_to_move,Resale,5820,"35.00
%%"
Apartment,2,1,Semi-Furnished,Mahavir Enclave Part 3,1,Ready_to_move,Resale,3778,"17.00
%%"
Builder_Floor,1,1,Unfurnished,Mahavir Enclave,1,Ready_to_move,New_Property,3778,"18.50
%%"
Builder_Floor,2,2,Unfurnished,Mahavir Enclave,1,Ready_to_move,Resale,3778,"23.00
%%"
Builder_Floor,3,2,Furnished,Mahavir Enclave,1,Ready_to_move,Resale,42222,"38.00
%%"
Builder_Floor,3,2,Semi-Furnished,Mahavir Enclave Part 1,1,Ready_to_move,Resale,42222,"45.00
%%"
Apartment,2,1,Semi-Furnished,"Vijay Enclave, Mahavir Enclave",1,Ready_to_move,New_Property,42222,"22.00
%%"
Builder_Floor,3,2,Semi-Furnished,Mahavir Enclave,1,Ready_to_move,Resale,42222,"52.00
%%"
Builder_Floor,2,2,Semi-Furnished,Mahavir Enclave Part 3,1,Ready_to_move,Resale,43137,"22.00
%%"
Apartment,1,2,Unfurnished,Narela Sector A1 ,2,Ready_to_move,Resale,,"15.00
%%"
Apartment,1,1,Furnished,"DDA Flats Pocket 6 Sector A10, Narela",2,Ready_to_move,Resale,4889,"22.00
%%"
Apartment,2,2,Semi-Furnished,"DDA Flats Pocket 1 Sector A9, Narela",2,Ready_to_move,Resale,4222,"38.00
%%"
Apartment,1,1,Unfurnished,"DDA Janta Flats, Tikri Khurd Sector B2, Narela",1,Ready_to_move,Resale,5000,"18.00
%%"
Apartment,2,2,Furnished,Narela,3,Ready_to_move,Resale,5092,"28.50
%%"
Apartment,1,1,Unfurnished,Narela,3,Ready_to_move,Resale,7143,"25.00
%%"
Apartment,1,1,Unfurnished,Narela,39,Ready_to_move,Resale,7143,"35.00
%%"
Apartment,1,1,Unfurnished,"DDA Lig Flats, Narela",39,Ready_to_move,Resale,5128,"20.00
%%"
Apartment,1,1,Unfurnished,"DDA Flats Pocket 3, Narela",39,Ready_to_move,Resale,5128,"30.00
%%"
Apartment,1,1,Semi-Furnished,"DDA Lig Flats, Narela",39,Ready_to_move,New_Property,5128,"20.00
%%"
Apartment,1,1,Unfurnished,"DDA Lig Flats, Narela",39,Ready_to_move,New_Property,5128,"35.00
%%"
Apartment,1,1,Unfurnished,"DDA Pocket H, Narela",39,Ready_to_move,Resale,3600,"18.00
%%"
Apartment,1,1,Unfurnished,"DDA Lig Flats, Narela",39,Ready_to_move,Resale,4571,"16.00
%%"
Builder_Floor,1,1,Unfurnished,"DDA Lig Flats, Narela",1,Ready_to_move,Resale,4221,"16.00
%%"
Apartment,1,1,Unfurnished,Narela,1,Ready_to_move,Resale,4221,"20.00
%%"
Apartment,1,1,Unfurnished,Narela Mandi,1,Ready_to_move,Resale,4221,"15.00
%%"
Apartment,2,1,Furnished,"DDA Flats Pocket 6 Sector A10, Narela",1,Ready_to_move,Resale,6636,"30.00
%%"
Apartment,1,1,Unfurnished,Narela,1,Ready_to_move,New_Property,4270,"14.90
%%"
Apartment,1,1,Furnished,"DDA Lig Flats, Narela",1,Ready_to_move,New_Property,4270,"35.00
%%"
Apartment,3,3,Unfurnished,"Bhorgarh, Narela",1,Ready_to_move,Resale,4270,"40.00
%%"
Builder_Floor,2,2,Unfurnished,Narela,1,Ready_to_move,Resale,4270,"17.50
%%"
Apartment,2,2,Unfurnished,Narela Sector A9,1,Ready_to_move,Resale,4270,"46.00
%%"
Builder_Floor,1,1,Semi-Furnished,"DDA Lig Flats, Narela",1,Ready_to_move,Resale,5143,"18.00
%%"
Builder_Floor,2,2,Unfurnished,Narela,1,Ready_to_move,Resale,3248,"19.00
%%"
Apartment,1,1,Furnished,Narela Sector A5,1,Ready_to_move,Resale,5051,"10.00
%%"
Apartment,1,1,Unfurnished,"DDA Lig Flats, Narela",1,Ready_to_move,New_Property,5051,"10.00
%%"
Builder_Floor,1,1,Unfurnished,"DDA Flats Pocket 3, Narela",1,Ready_to_move,Resale,5051,"10.00
%%"
Apartment,1,1,Semi-Furnished,"DDA Lig Flats, Narela",1,Ready_to_move,New_Property,5051,"35.00
%%"
Builder_Floor,3,2,Furnished,Narela,1,Ready_to_move,Resale,5051,"50.00
%%"
Apartment,1,1,Unfurnished,Narela,1,Ready_to_move,Resale,5176,"22.00
%%"
Builder_Floor,2,2,Unfurnished,Malviya Nagar,,Almost_ready,New_Property,,"130.00
%%"
Builder_Floor,3,3,Semi-Furnished,"Shivalik, Malviya Nagar",2,Ready_to_move,New_Property,,"340.00
%%"
Builder_Floor,4,4,Semi-Furnished,"Geetanjali Enclave, Malviya Nagar",3,Ready_to_move,New_Property,,"600.00
%%"
Builder_Floor,4,5,Semi-Furnished,"Geetanjali Enclave, Malviya Nagar",4,Ready_to_move,New_Property,,"745.00
%%"
Builder_Floor,4,5,Unfurnished,"Geetanjali Enclave, Malviya Nagar",2,Almost_ready,New_Property,,"750.00
%%"
Builder_Floor,4,4,Semi-Furnished,"Geetanjali Enclave, Malviya Nagar",2,Ready_to_move,New_Property,,"625.00
%%"
Builder_Floor,4,4,Unfurnished,"Geetanjali Enclave Project, Geetanjali Enclave, Malviya Nagar",2,Ready_to_move,New_Property,14888,"670.00
%%"
Builder_Floor,2,2,Unfurnished,Malviya Nagar,2,Ready_to_move,Resale,14888,"85.00
%%"
Builder_Floor,2,2,Unfurnished,Malviya Nagar,2,Almost_ready,New_Property,14888,"115.00
%%"
Builder_Floor,4,5,Semi-Furnished,"Geetanjali Enclave Project, Geetanjali Enclave, Malviya Nagar",3,Ready_to_move,New_Property,14888,"525.00
%%"
Builder_Floor,2,2,Semi-Furnished,Malviya Nagar,1,Ready_to_move,New_Property,14888,"120.00
%%"
Builder_Floor,2,2,Semi-Furnished,Malviya Nagar,2,Ready_to_move,Resale,14888,"107.00
%%"
Apartment,2,2,Semi-Furnished,Malviya Nagar,1,Ready_to_move,Resale,14888,"90.00
%%"
Builder_Floor,3,4,Furnished,"Geetanjali Enclave, Malviya Nagar",1,Ready_to_move,Resale,14888,"1000.00
%%"
Apartment,3,2,Semi-Furnished,"Khirki extension, Malviya Nagar",1,Ready_to_move,Resale,14888,"62.00
%%"
Builder_Floor,3,2,Semi-Furnished,Malviya Nagar,1,Ready_to_move,Resale,14888,"170.00
%%"
Builder_Floor,2,3,Semi-Furnished,Malviya Nagar,2,Ready_to_move,Resale,14888,"125.00
%%"
Builder_Floor,2,2,Semi-Furnished,Malviya Nagar,3,Ready_to_move,New_Property,14888,"130.00
%%"
Builder_Floor,3,2,Unfurnished,"Khirki extension, Malviya Nagar",3,Ready_to_move,Resale,14888,"42.00
%%"
Builder_Floor,4,4,Semi-Furnished,Malviya Nagar,2,Ready_to_move,New_Property,14888,"360.00
%%"
Apartment,1,1,Unfurnished,Malviya Nagar,2,Ready_to_move,Resale,14888,"23.00
%%"
Builder_Floor,2,2,Unfurnished,Malviya Nagar,2,Ready_to_move,Resale,7200,"81.00
%%"
Builder_Floor,3,3,Semi-Furnished,Malviya Nagar,1,Ready_to_move,Resale,7200,"100.00
%%"
Builder_Floor,4,5,Unfurnished,"Geetanjali Enclave, Malviya Nagar",1,Ready_to_move,New_Property,7200,"625.00
%%"
Builder_Floor,4,5,Semi-Furnished,"Geetanjali Enclave, Malviya Nagar",2,Ready_to_move,New_Property,7200,"650.00
%%"
Builder_Floor,3,2,Semi-Furnished,Malviya Nagar,2,Ready_to_move,Resale,7200,"200.00
%%"
Builder_Floor,4,4,Semi-Furnished,"Geetanjali Enclave, Malviya Nagar",2,Ready_to_move,New_Property,7200,"575.00
%%"
Builder_Floor,3,3,Semi-Furnished,"Shivalik, Malviya Nagar",2,Ready_to_move,New_Property,7200,"300.00
%%"
Builder_Floor,3,3,Semi-Furnished,"Shivalik, Malviya Nagar",1,Ready_to_move,New_Property,21429,"300.00
%%"
Builder_Floor,3,3,Unfurnished,"Shivalik, Malviya Nagar",2,Ready_to_move,New_Property,21429,"300.00
%%"
Apartment,1,1,Unfurnished,"Dilshad Colony, Dilshad Garden",,Ready_to_move,Resale,,"33.00
%%"
